0,1302087.7955719624
1,1293263.326268923
2,1408041.746411836
3,1622416.7725566383
4,1922865.3575045795
5,1978427.9031741358
6,1981913.1009012517
7,1992832.9288323943
8,1990178.6713268887
9,1878054.5038460777
10,1684479.0948611589
11,1925916.8856108845
12,1987715.9255714903
13,1996585.691461721
14,2011708.0720105874
15,2011771.2310577757
16,1900612.9459864255
17,1706031.080330664
18,1944322.5867672788
19,2000727.6836724817
20,2001912.4353646138
21,2007082.763109352
22,1995019.491995821
23,1869720.9738132986
24,1659210.9407418608
25,1880073.0351560374
26,1917888.759990763
27,1899712.230556463
28,1885174.9514737339
29,1853510.4606173509
30,1709185.6511578376
31,1480696.724038483
32,1685091.5322222272
33,1708395.3869934888
34,1678074.0338564427
35,1654127.3401709513
36,1616103.837842262
37,1468723.2082379598
38,1240664.9046998173
39,1449084.8772298803
40,1480037.6275005336
41,1460937.4097094005
42,1451652.1746212011
43,1431520.4009476088
44,1108486.0792371389
45,1034599.8103587308
46,1334388.2300796008
47,936315.9493286142
48,546999.5382400585
49,566959.7404296228
50,576216.4962339114
51,478656.3470307959
52,302067.43528916035
53,562676.5559627777
54,1101954.5623567025
55,1532423.2499550802
56,1571853.3350762515
57,1400996.8651918345
58,1447211.8160570678
59,1345891.9327070438
60,1612399.4830927397
61,1697575.8929523379
62,1727952.9629168273
63,1762618.0008830489
64,1780246.7934984965
65,1684743.5766071645
66,1504045.7926377943
67,1754655.2281430867
68,1822072.4334552046
69,1833267.9672217346
70,1847783.8501729346
71,1844755.2241054336
72,1728539.1694494153
73,1527508.7593411852
74,1758574.2161439047
75,1807608.320588131
76,1801909.8335601469
77,1801298.4952607933
78,1785131.7374095942
79,1657930.1569328983
80,1448169.8780324562
81,1672803.670672004
82,1717687.9317199131
83,1710049.200695356
84,1709583.6463590646
85,1695479.494641561
86,1572049.250594297
87,1367529.6206748118
88,1598610.7650400402
89,1650871.7370685413
90,1651255.5299328193
91,1659176.9185465702
92,1816782.4939550047
93,1418979.5566898321
94,1222388.4646879837
95,1297577.1321769843
96,1639109.1127615185
97,1645183.8854795494
98,1657817.184726724
99,1655874.363855261
100,1543401.2751571215
101,1348428.8397333017
102,1587504.859807673
103,1646129.9292769376
104,1651230.92477294
105,1662265.388650625
106,1658246.7165259426
107,1543377.011082153
108,1345845.5824090503
109,1582354.8594209633
110,1638550.759689784
111,1641491.175454308
112,1650746.041372211
113,1645419.0246933098
114,1529777.7982053966
115,1332050.9421484496
116,1568953.2717366116
117,1626116.635022787
118,1630559.8022271905
119,1538814.9253950005
120,1230115.6583330089
121,1117137.1540653543
122,1025234.7436880812
123,1570796.1718798399
124,1630831.017271052
125,1637983.9812040147
126,1651656.5147361222
127,1650776.4138931378
128,1539435.8302040235
129,1345695.812209494
130,1586118.892085546
131,1646206.49421039
132,1652874.5453472598
133,1665560.4710335282
134,1663251.349869077
135,1550119.9350136605
136,1354326.3661428988
137,1592547.1806532291
138,1650408.5228354114
139,1654957.0728931196
140,1665762.0432567433
141,1661938.1870635268
142,1547776.708925956
143,1351542.0827124629
144,1589996.561379383
145,1648829.4427264738
146,1655124.761414745
147,1668460.8814129585
148,1667932.0343258774
149,1557778.7645935651
150,1366185.3243994713
151,1609805.8082684937
152,1674196.060309994
153,1686284.9603167493
154,1705478.4659143852
155,1710686.3294505465
156,1605958.2976428345
157,1419287.6625341875
158,1667143.7621457197
159,1734910.262837704
160,1749362.6233938457
161,1769777.9142949183
162,1774966.7156669134
163,1668913.7215335555
164,1479584.759282624
165,1723461.6891330373
166,1785981.9126235591
167,1794015.8218031556
168,1806975.3294205144
169,1598982.5853885235
170,1290198.2823479935
171,1091464.1429074616
172,1530628.8138685587
173,1777432.6303311065
174,1776386.183749725
175,1780934.6227891794
176,1770335.2933721833
177,1649037.410527386
178,1445476.2045123463
179,1676594.402630107
180,1728268.1593988263
181,1727771.1627674794
182,1734870.455560402
183,1728844.0891954917
184,1614107.6474704444
185,1419007.7641843066
186,1660344.545459176
187,1723799.8196696066
188,1736405.2898552134
189,1757643.65650494
190,1766472.895837138
191,1666960.5283397993
